STATUS ,BibID,Collection,Directory,File Path,,Link to Print at Penn,,,File name,,FOUND PATH
NO FILE NAME,679103,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=679103,,,,
NO FILE NAME,682463,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=682463,,,,
NO FILE NAME,685159,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=685159,,,,
NO FILE NAME,689414,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=689414,,,,
NO FILE NAME,690632,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=690632,,,,
NO FILE NAME,695260,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=695260,,,,
NO FILE NAME,698743,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=698743,,,,
NO FILE NAME,700865,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=700865,,,,
NO FILE NAME,701551,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=701551,,,,
NO FILE NAME,702301,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=702301,,,,
NO FILE NAME,703383,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=703383,,,,
NO FILE NAME,706626,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=706626,,,,
NO FILE NAME,709615,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=709615,,,,
NO FILE NAME,709936,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=709936,,,,
NO FILE NAME,711562,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=711562,,,,
NO FILE NAME,711596,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=711596,,,,
NO FILE NAME,712350,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=712350,,,,
NO FILE NAME,713736,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=713736,,,,
NO FILE NAME,713841,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=713841,,,,
NO FILE NAME,715311,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=715311,,,,
NO FILE NAME,718631,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=718631,,,,
NO FILE NAME,718704,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=718704,,,,
NO FILE NAME,719512,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=719512,,,,
NO FILE NAME,720565,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=720565,,,,
NO FILE NAME,722811,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=722811,,,,
NO FILE NAME,723362,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=723362,,,,
NO FILE NAME,724225,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=724225,,,,
NO FILE NAME,724479,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=724479,,,,
NO FILE NAME,726844,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=726844,,,,
NO FILE NAME,727507,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=727507,,,,
NO FILE NAME,728105,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=728105,,,,
NO FILE NAME,728427,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=728427,,,,
NO FILE NAME,730547,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=730547,,,,
NO FILE NAME,731504,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=731504,,,,
NO FILE NAME,732709,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=732709,,,,
NO FILE NAME,734143,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=734143,,,,
NO FILE NAME,734808,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=734808,,,,
NO FILE NAME,735378,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=735378,,,,
NO FILE NAME,739825,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=739825,,,,
NO FILE NAME,741725,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=741725,,,,
NO FILE NAME,743425,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=743425,,,,
NO FILE NAME,746048,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=746048,,,,
NO FILE NAME,747475,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=747475,,,,
NO FILE NAME,748578,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=748578,,,,
NO FILE NAME,750935,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=750935,,,,
NO FILE NAME,753352,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=753352,,,,
NO FILE NAME,755472,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=755472,,,,
NO FILE NAME,758552,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=758552,,,,
NO FILE NAME,767131,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=767131,,,,
NO FILE NAME,769547,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=769547,,,,
NO FILE NAME,770554,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=770554,,,,
NO FILE NAME,771775,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=771775,,,,
NO FILE NAME,775159,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=775159,,,,
NO FILE NAME,775279,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=775279,,,,
NO FILE NAME,776348,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=776348,,,,
NO FILE NAME,781000,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=781000,,,,
NO FILE NAME,782061,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=782061,,,,
NO FILE NAME,783707,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=783707,,,,
NO FILE NAME,784746,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=784746,,,,
NO FILE NAME,784900,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=784900,,,,
NO FILE NAME,789558,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=789558,,,,
NO FILE NAME,794281,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=794281,,,,
NO FILE NAME,795827,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=795827,,,,
NO FILE NAME,796478,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=796478,,,,
NO FILE NAME,800329,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=800329,,,,
NO FILE NAME,804684,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=804684,,,,
NO FILE NAME,805413,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=805413,,,,
NO FILE NAME,808864,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=808864,,,,
NO FILE NAME,810342,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=810342,,,,
NO FILE NAME,811052,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=811052,,,,
NO FILE NAME,811262,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=811262,,,,
NO FILE NAME,811295,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=811295,,,,
NO FILE NAME,813834,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=813834,,,,
NO FILE NAME,815453,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=815453,,,,
NO FILE NAME,816397,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=816397,,,,
NO FILE NAME,821529,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=821529,,,,
NO FILE NAME,823451,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=823451,,,,
NO FILE NAME,823634,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=823634,,,,
NO FILE NAME,830578,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=830578,,,,
NO FILE NAME,830968,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=830968,,,,
NO FILE NAME,835482,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=835482,,,,
NO FILE NAME,839535,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=839535,,,,
NO FILE NAME,842728,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=842728,,,,
NO FILE NAME,845672,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=845672,,,,
NO FILE NAME,847562,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=847562,,,,
NO FILE NAME,849563,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=849563,,,,
NO FILE NAME,851043,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=851043,,,,
NO FILE NAME,853805,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=853805,,,,
NO FILE NAME,853837,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=853837,,,,
NO FILE NAME,856631,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=856631,,,,
NO FILE NAME,856697,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=856697,,,,
NO FILE NAME,857933,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=857933,,,,
NO FILE NAME,861363,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=861363,,,,
NO FILE NAME,863751,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=863751,,,,
NO FILE NAME,865291,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=865291,,,,
NO FILE NAME,866161,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=866161,,,,
NO FILE NAME,866286,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=866286,,,,
NO FILE NAME,869066,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=869066,,,,
NO FILE NAME,871039,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=871039,,,,
NO FILE NAME,873483,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=873483,,,,
NO FILE NAME,874707,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=874707,,,,
NO FILE NAME,874949,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=874949,,,,
NO FILE NAME,875689,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=875689,,,,
NO FILE NAME,875940,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=875940,,,,
NO FILE NAME,879319,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=879319,,,,
NO FILE NAME,880952,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=880952,,,,
NO FILE NAME,887188,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=887188,,,,
NO FILE NAME,889595,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=889595,,,,
NO FILE NAME,894636,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=894636,,,,
NO FILE NAME,896527,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=896527,,,,
NO FILE NAME,897328,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=897328,,,,
NO FILE NAME,897593,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=897593,,,,
NO FILE NAME,898617,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=898617,,,,
NO FILE NAME,899340,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=899340,,,,
NO FILE NAME,900673,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=900673,,,,
NO FILE NAME,901454,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=901454,,,,
NO FILE NAME,902020,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=902020,,,,
NO FILE NAME,904153,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=904153,,,,
NO FILE NAME,906366,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=906366,,,,
NO FILE NAME,906448,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=906448,,,,
NO FILE NAME,908346,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=908346,,,,
NO FILE NAME,912518,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=912518,,,,
NO FILE NAME,916737,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=916737,,,,
NO FILE NAME,919380,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=919380,,,,
NO FILE NAME,919700,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=919700,,,,
NO FILE NAME,921590,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=921590,,,,
NO FILE NAME,921669,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=921669,,,,
NO FILE NAME,923905,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=923905,,,,
NO FILE NAME,930515,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=930515,,,,
NO FILE NAME,932257,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=932257,,,,
NO FILE NAME,933326,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=933326,,,,
NO FILE NAME,933354,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=933354,,,,
NO FILE NAME,935036,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=935036,,,,
NO FILE NAME,5999792,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5999792,,,,
NO FILE NAME,6001454,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6001454,,,,
NO FILE NAME,6001454,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6001454,,,,
NO FILE NAME,6001557,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6001557,,,,
NO FILE NAME,6291624,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6291624,,,,
NO FILE NAME,6291624,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6291624,,,,
NO FILE NAME,6291631,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6291631,,,,
NO FILE NAME,6291631,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6291631,,,,
NO FILE NAME,6291692,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6291692,,,,
NO FILE NAME,6291692,Japanese Juvenile Fiction,,,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6291692,,,,
NO MATCH,2622455,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\117 T237.2,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2622455,,,117 T237.2,,""
MATCH,2622454,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\1I7_T237,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2622454,,,1I7_T237,,./1I7_T237
MATCH,2815774,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\371_3f_ev25,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2815774,,,371_3f_ev25,,./371_3f_ev25
MATCH,946737,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\378_748_poa1928_15,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=946737,,,378_748_poa1928_15,,./378_748_poa1928_15
MATCH,286350,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\378_748_POM_1852_2_15,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=286350,,,378_748_POM_1852_2_15,,./378_748_POM_1852_2_15
MATCH,2152097,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\378_748_pzay_2,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2152097,,,378_748_pzay_2,,./378_748_pzay_2
MATCH,2576027,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\494_8_y141,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2576027,,,494_8_y141,,./494_8_y141
MATCH,2517188,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\580_f953,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2517188,,,580_f953,,./580_f953
MATCH,295895,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\652m_se75,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=295895,,,652m_se75,,./652m_se75
MATCH,1099673,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\822s_chf88,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1099673,,,822s_chf88,,./822s_chf88
MATCH,5029145,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\ac8_d9278_844c,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5029145,,,ac8_d9278_844c,,./ac8_d9278_844c
MATCH,294411,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\b385_h376_1801,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=294411,,,b385_h376_1801,,./b385_h376_1801
MATCH,4123437,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\bib4123437,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4123437,,,bib4123437,,./bib4123437
MATCH,6241429,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\bl1570_c36_d85,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6241429,,,bl1570_c36_d85,,./bl1570_c36_d85
MATCH,5754348,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\bl2225_t762_h355_1883,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5754348,,,bl2225_t762_h355_1883,,./bl2225_t762_h355_1883
MATCH,1639786,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\bt122_a9_1697,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1639786,,,bt122_a9_1697,,./bt122_a9_1697
MATCH,1671288,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\bx1735_o48_1680_wk23,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1671288,,,bx1735_o48_1680_wk23,,./bx1735_o48_1680_wk23
MATCH,1841797,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\bx1965_j618_1629,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1841797,,,bx1965_j618_1629,,./bx1965_j618_1629
MATCH,1844209,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\bx1966_b4_m36_1743,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1844209,,,bx1966_b4_m36_1743,,./bx1966_b4_m36_1743
MATCH,2338246,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\C251A,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2338246,,,C251A,,./C251A
NO MATCH,233849,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\complexities,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=233849,,,complexities,,""
MATCH,44682,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\d10_m26_1690b,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=44682,,,d10_m26_1690b,,./d10_m26_1690b
MATCH,1781227,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\d16_7_p312_1560,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1781227,,,d16_7_p312_1560,,./d16_7_p312_1560
MATCH,1790517,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\da507_1793_f7_1793,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1790517,,,da507_1793_f7_1793,,./da507_1793_f7_1793
MATCH,734842,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\DC234_n5,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=734842,,,DC234_n5,,./DC234_n5
NO MATCH,347471,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\dissertations,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=347471,,,dissertations,,""
NO MATCH,370165,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\DS331_5_S94_copy,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=370165,,,DS331_5_S94_copy,,""
MATCH,301396,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\ds335_p64_1980z,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=301396,,,ds335_p64_1980z,,./ds335_p64_1980z
MATCH,7399699,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\DS902_12_P362_1943,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7399699,,,DS902_12_P362_1943,,./DS902_12_P362_1943
MATCH,5925444,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\ec5_g8351_594h_1630,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5925444,,,ec5_g8351_594h_1630,,./ec5_g8351_594h_1630
MATCH,5942988,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\ec6_sw467_a620s,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5942988,,,ec6_sw467_a620s,,./ec6_sw467_a620s
MATCH,251787,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\elz_q2702_7,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=251787,,,elz_q2702_7,,./elz_q2702_7
NO MATCH,2465155,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\FarmersPlan,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2465155,,,FarmersPlan,,""
MATCH,5855068,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\Fc55_F8448S_554o,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5855068,,,Fc55_F8448S_554o,,./Fc55_F8448S_554o
MATCH,5749227,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\fc65_f8448p_664c_no7,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5749227,,,fc65_f8448p_664c_no7,,./fc65_f8448p_664c_no7
MATCH,6336234,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\folio_326_b384,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6336234,,,folio_326_b384,,./folio_326_b384
MATCH,2550810,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\folio_672_un35,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2550810,,,folio_672_un35,,./folio_672_un35
MATCH,1750551,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\folio_bx1789_5_c382_1623,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1750551,,,folio_bx1789_5_c382_1623,,./folio_bx1789_5_c382_1623
MATCH,1525821,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\Folio_EC7_Z47_712So,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1525821,,,Folio_EC7_Z47_712So,,./Folio_EC7_Z47_712So
MATCH,3138117,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\folio_inc_b280,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3138117,,,folio_inc_b280,,./folio_inc_b280
MATCH,3286283,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\folio_inc_p_1017,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3286283,,,folio_inc_p_1017,,./folio_inc_p_1017
NO MATCH,3993909,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\Folio_LatC_C4855_455_1516,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3993909,,,Folio_LatC_C4855_455_1516,,""
